,timesteps,full_model,clinical,cnv,mirna,mutation,rna
0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2,29.0,0.0,0.0,0.0,0.0,0.0,0.0
3,47.0,0.0,0.0,0.0,0.0,0.0,0.0
4,64.0,0.0,0.0,0.0,0.0,0.0,0.0
5,81.0,0.0,0.0,0.0,0.0,0.0,0.0
6,107.0,0.0,0.0,0.0,0.0,0.0,0.0
7,125.0,0.0,0.0,0.0,0.0,0.0,0.0
8,146.0,0.0,0.0,0.0,0.0,0.0,0.0
9,168.0,2.5998221013741157e-05,2.8705430885191575e-05,2.8963215116283585e-05,2.92283708078756e-05,2.6022103717929538e-05,2.614373505853477e-05
10,177.0,4.893117838453235e-05,4.936852453883822e-05,5.275265499407718e-05,5.243788524925883e-05,4.9748132133496295e-05,5.225518759458408e-05
11,191.0,4.9224889718822165e-05,5.0043013270567244e-05,5.246528542612219e-05,5.2714759212550795e-05,4.997503455227507e-05,5.25864923338679e-05
12,210.0,4.9922614633783404e-05,5.072614383429523e-05,5.248056346985395e-05,5.266660080983398e-05,5.0821712410701375e-05,5.359490299248788e-05
13,223.0,4.9442880328666394e-05,5.0326561543714406e-05,5.236433830282738e-05,5.212168364583312e-05,5.0407487094521815e-05,5.3257876885937867e-05
14,239.0,0.01970907493968109,0.019565948638355334,0.019915181214688882,0.01965014734528013,0.019701379528791044,0.0197111179617389
15,257.0,0.019513605435581987,0.019430461887171978,0.019801913535394445,0.019337998980509457,0.019509747189065462,0.01950454399590256
16,268.0,0.03900774287592671,0.039335580728273915,0.03944412001312608,0.038798032815994164,0.03901434774218342,0.03898324411836852
17,292.0,0.03901024649362952,0.03933703908396505,0.039446129297696586,0.03879900563838937,0.03901682921779062,0.03898542669945307
18,319.0,0.03834272355233681,0.039268662582486166,0.0387338140745157,0.03822707131138384,0.03833566028658589,0.03822267500970584
19,346.0,0.038080665461822115,0.03908932174030674,0.03830710290023878,0.0381410990143938,0.0380725445970802,0.0379659264921206
20,373.0,0.03777927476671471,0.03878122533948914,0.03822572355499135,0.03787121890192727,0.037758039424522244,0.03761044762031647
21,413.0,0.03777927476671471,0.03878122533948914,0.03822572355499135,0.03787121890192727,0.037758039424522244,0.03761044762031647
22,461.0,0.03779535265373614,0.03879094931442743,0.038239479206483636,0.03787318856832389,0.037774325623231936,0.0376273616141506
23,498.0,0.03780404468002689,0.03879347550786124,0.038246605306019005,0.037878183830175355,0.03778291498423128,0.03763334429035561
24,543.0,0.03656326848820999,0.03814002797752785,0.03732873437433127,0.036588923002355334,0.0365626258136156,0.03639768212422372
25,578.0,0.03542737822409209,0.0378650067928506,0.0359320048707125,0.035126050821266235,0.03549355306187287,0.035259916970983955
26,622.0,0.03502989197010632,0.03800074227162639,0.035316302609550376,0.03465435938845102,0.03510451058144199,0.03480530228531849
27,688.0,0.034627628028252165,0.037948176536886584,0.034872964991481854,0.03429074587737892,0.03470930530235331,0.03448490903051007
28,748.0,0.0340180885571858,0.037610604892985934,0.03486114567943306,0.033693570945589155,0.03412099391538845,0.033778027053143804
29,797.0,0.03317272499097641,0.0374051853686792,0.034366416411430845,0.03298472569211282,0.03330208009123616,0.032735802981744624
30,854.0,0.03403619803476837,0.03817655047250514,0.03498419032604913,0.03361893064961032,0.03413655214628409,0.03355015099770332
31,921.0,0.034851716878188124,0.038574889006207855,0.03582121011565142,0.03465686663533964,0.03500034221154698,0.03406571521050002
32,987.0,0.034080633638502375,0.037355570398002,0.0366410986892327,0.03400918877568925,0.03436488616669322,0.033322268279332434
33,1120.0,0.060839107256062654,0.0667381672759453,0.061974398848950375,0.06018073480614396,0.06112152774784842,0.06025483309955105
34,1170.0,0.060678505988010834,0.06781001259299939,0.06198037403109752,0.05954057226161827,0.060959972191638956,0.05981350086063785
35,1217.0,0.057967782516097896,0.06652536706708656,0.059907377032453,0.057817701227144275,0.058333744560676075,0.057303018422208064
36,1305.0,0.05936949254645004,0.06761143239527004,0.06090856849708255,0.058930468817185486,0.059719716211274296,0.058374830464027534
37,1365.0,0.05906699475328468,0.06876330939609833,0.061188637540450334,0.05803889341654585,0.05954150272900219,0.05768245934414709
38,1467.0,0.0974572950136392,0.11023067821005052,0.09795718503286578,0.09570715963813345,0.0973716545713702,0.09635986032523401
39,1548.0,0.09883415836832513,0.11192999579387855,0.09972088841203541,0.09542132916431846,0.0987422244710348,0.09729126652431941
40,1628.0,0.09923351917631842,0.11322233492047823,0.0994889918114028,0.09514404075409426,0.09899511197925051,0.09817839883310234
41,1730.0,0.17394328305622248,0.19478539026847222,0.17621011023088257,0.17928486953954909,0.17315356288980535,0.17115645810114352
42,1883.0,0.1767378651500908,0.19752705463125955,0.1785585135698118,0.18085243062479128,0.17578124852514587,0.1730797180355822
43,1993.0,0.16852122759686064,0.1930101997349255,0.16871995655197927,0.17311308265417197,0.16776179119843476,0.16827109246526678
44,2273.0,0.16589454407793863,0.19004227070754937,0.16489392235368552,0.1697455191275087,0.16442799804122696,0.16670835154532257
45,2495.0,0.22107270187843023,0.2328069736112372,0.219193510331569,0.2378973263552552,0.21947189012272947,0.2214661439492666
46,2800.0,0.25000949183420734,0.26028834775818693,0.22372306054516333,0.26097062354997114,0.24905726778321796,0.24912191163602004
47,3330.0,0.30902253048805284,0.31218796831883233,0.2805683649404627,0.2681099810307817,0.3057728441569259,0.3091875308829383
